int_id,smp_week,year,wave,sub_reg,st,num_reps,rep_num,rep_id,int_date,int_time,status,hms,hms_cat,sellfish,fshstate,bt_trips,rf_trips,lptrips,trip_num,trip_day,tripdate,t_of_day,mode_f,people,trip_st,tripcnty,intsite,marin,town,otherstop,othersite,othersite_spec,method1,method2,thist,target1,target2,sktyp,tutyp,btsiz,bltyp,folps,o_folps,tourn,tcode,o_tname,gear,wgear,ogear,rodre,lncnt,baita,baitb,baitc,obait,o_obait,gnact,o_gnact,gnade,o_gnade,gnama,o_gnama,gnamd,o_gnamd,gname,o_gname,gnanh,o_gnanh,gnanj,o_gnanj,gnany,o_gnany,gnari,o_gnari,gnava,o_gnava,fishg,miles,depth,temp,targt,catch1,catch2,catch3,catch4,catch5,ctuna1,ctuna2,ctuna3,ctuna4,ctuna5,stuna1,stuna2,stuna3,stuna4,stuna5,stuna6,cshar1,cshar2,cshar3,cshar4,kmarl,amarl,dmarl,kssbt,assbt,dssbt,ksbtu,asbtu,dsbtu,klsbt,alsbt,dlsbt,ksmbt,asmbt,dsmbt,klmbt,almbt,dlmbt,kgbtu,agbtu,dgbtu,ketun,aetun,detun,kmsha,amsha,dmsha,kbsha,absha,dbsha,kssha,assha,dssha,kdsha,adsha,ddsha,dolphin_kept,dolphin_alive,dolphin_dead,yellowfin_kept,yellowfin_alive,yellowfin_dead,albacore_kept,albacore_alive,albacore_dead,area,dist,area_x,time_dep,time,hrsf,multiday,dycnt,verified,val_id,val_date,errors,attempts,result,file,futuret,future_we,future_wd
1073,40,2019,5,4,23,,,,20191019,1747,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,8,10,03,hms_lpts_08022019,,,
1073,40,2019,5,5,24,1,1,1,20191014,1434,1,1,2,2,MD,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,8,1,10,hms_lpts_08022019,0,,
1072,40,2019,5,4,23,1,1,1,20191014,1533,6,1,1,1,ME,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,8,1,10,hms_lpts_08022019,,,
1073,40,2019,5,5,51,,,,20191019,1735,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,8,10,03,hms_lpts_08022019,,,
1073,40,2019,5,5,10,,,,20191019,1740,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,8,10,03,hms_lpts_08022019,,,
1075,40,2019,5,5,34,1,1,1,20191016,1820,1,1,2,2,NJ,2,2,2,1,6,20191005,1,8,4,34,029,0279,,,,,,01,11,1,8850030403,,,,,,,,2,,,1,,,,7,2,1,1,2,,,,,,,,,,,,,,125,,,,,,,,HUDSON CANYON,90,700FET,72,1,8850030403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,0000,1500,8,2,1,2,,,8,6,10,hms_lpts_08022019,1,0,1
1075,40,2019,5,5,34,1,1,1,20191016,1820,1,1,2,2,NJ,2,2,2,2,7,20191006,1,8,4,34,029,0279,,,,,,01,11,1,8850030403,,,,,,,,2,,,1,,,,7,2,1,1,2,,,,,,,,,,,,,,125,,,,,,,,HUDSON CANYON,90,700FET,72,1,8850030403,8850040101,8707040501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,6,0,0,,,,,,,0200,1800,8,2,1,2,,,8,6,10,hms_lpts_08022019,1,0,1
1073,40,2019,5,5,51,1,1,1,20191014,1714,1,1,2,2,VA,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,8,2,10,hms_lpts_08022019,98,,
1073,40,2019,5,5,24,1,1,1,20191014,1205,1,1,2,2,MD,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,8,1,10,hms_lpts_08022019,98,,
1073,40,2019,5,4,25,1,1,1,20191019,1808,1,1,1,2,MA,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,8,8,10,hms_lpts_08022019,0,,
1073,40,2019,5,4,44,,,,20191019,1836,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,8,10,03,hms_lpts_08022019,,,
1074,40,2019,5,5,36,1,1,1,20191014,1724,1,1,2,2,NY,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,8,2,10,hms_lpts_08022019,98,,
